n_sl,xi_0_sl,xi_inf_sl,h_0_sl_sl,error
33.73490824672658,12338717.201742785,33134746.571219277,7741495857.824653,5114927104613451.0
51.737969908591445,9674608.582546234,10457360.037898064,8609171649.62689,509995053470975.75
15.26987687284257,12821761.43353636,18719051.43420031,4929955084.22137,1555675491449710.8
20.296727232570564,12358453.487105364,12463494.128701657,2199275366.918284,709969731775283.8
12.47219504368013,7785526.15358706,16631387.343507877,9199175326.416737,1181922467660641.0
22.30476734567318,11522477.745463576,30512194.776416402,8874086777.83936,4286526045556865.0
56.61354336532489,13681260.28945425,12645872.391443308,7586695421.438288,745837488633006.6
77.01383600211884,12765105.37395023,11487439.743341953,7673454362.842211,615209019762548.6
17.586537856314838,11423986.405196458,10268499.756969195,8778375301.55292,474939875058243.75
12.74860312611019,10964889.20078062,38636207.2398767,8586693523.3369465,6394480480556252.0
13.671556092783288,11281418.00814137,10196891.889280561,5083434145.830633,450617892982201.75
15.844258188585446,14405187.505043298,12121289.353753172,8365633727.785084,651588887339208.2
14.93662848043994,6541192.817996172,10489704.527828246,9084400964.195421,483102816888661.25
50.54916408831718,10190632.098759666,11114347.618906084,968844502.748528,575973862339323.0
10.21580316143919,9869293.267089555,11545684.990718078,4638834204.092681,547701109249677.9
15.68711982634403,8262573.596950871,10970073.630392306,8100850190.670525,533851759747202.0
18.48247043525305,7627370.916998584,46700591.82419984,5599241200.445138,9917745051473780.0
12.144635056004383,12706153.350406611,10335141.803466622,7902357485.1106205,455958563963113.1
16.8801819269221,9000398.698802607,11769404.865101252,1190812818.7387094,620214009864685.4
23.932549109716366,12323569.169925053,10459610.113749906,8762066960.546051,504056038451510.25
22.520821868741386,11127508.897650568,13199471.226468075,6805115249.656059,801158169642189.5
78.3182258423772,14178229.651179032,23036876.753278423,9017791765.796999,2475103985660575.0
14.626752287187088,9917414.899524592,26316496.24329087,8280295924.697655,3045705312947206.0
10.96662317945654,9798327.58726563,10770009.838119142,6674879459.780969,476520762174036.06
14.901357413286345,10547607.001971504,11791786.487199873,9962830379.410847,610389291518777.0
24.268370948111215,13751305.421304537,11698587.457256898,8672656849.33172,631761054441206.9
21.876475697860474,12938999.492278466,10941353.317935344,7435801586.456263,548817915889598.7
22.42055016930522,9339858.964786537,17114179.317525644,8444475588.81072,1347353448185011.0
11.818781379724989,11285141.399114674,11068301.866440237,5158954592.295627,513754805071682.3
77.2064229420385,10567802.127322799,38575361.760335505,6758977351.256418,6943133399107470.0
53.929497427325025,5120853.485502288,15069148.575275663,2769132779.733254,1059153347356519.8
63.61022664943853,7046516.9448553845,41734775.10750797,8634261468.299355,8130813666460940.0
23.957848020015664,14060239.360416839,46823307.0921492,3996516515.5692196,1.0115364895790234e+16
17.872396681699634,14721916.713530872,10084552.414508112,5520451258.5188055,457929175843689.1
17.463493109181236,10841444.075202838,10905004.584525298,5423314646.053833,535695815751099.0
10.219265231661396,15963678.72305045,10767230.087488387,7977712387.531318,476145842322281.44
50.43200447375149,10759720.60479927,36453221.152545586,5233090440.701142,6201215874964375.0
40.85948803620409,18847461.128236182,13469751.044519756,4997729349.904784,845585263200430.0
32.052733488396484,11823432.05400491,11645619.469634693,7361752227.259232,630870178931859.2
12.342469883106219,6162114.130025553,30525354.46425029,6835616805.386869,3991533204512923.5
14.506486280639063,13064416.676204138,36439059.237209804,8990018771.978735,5843995052041708.0
45.03330370348175,7610497.958615872,12219012.346999384,7556589076.703316,696260944655014.4
11.537260576264877,5550043.384429596,10682287.563886367,8311585665.45572,478720688708574.6
11.83065856508722,11722463.444627116,12444162.755186476,4765598543.571756,649514141431909.1
17.049058138264847,7627370.916998584,43365722.11183571,5599241200.445138,8504477915348414.0
33.00479640644552,9270094.487730984,12440063.251282275,9127379209.38346,720253807347827.9
10.075542705941444,11224210.966841217,13871631.783652728,1461001451.9892945,791012080181512.1
14.13353199401135,12168942.58780014,11144939.850570705,4352057853.411866,545141737200259.75
40.97681945968212,15397853.511655277,35257547.54249999,8107168920.072346,5800100199759520.0
75.25961708204963,10735323.448985098,12667122.731085856,4513819314.636468,748114312796602.5
10.862395100321628,10297883.498053454,10921519.184963677,5044849196.778029,490020397434019.0
19.708784829579734,10912786.311273007,12593335.461336195,8184713227.493913,722066061717615.8
13.32689822035714,18200979.048524138,12060037.453343116,1185609960.3797178,629526443569864.4
25.499467511981845,9003817.763693161,11099698.963292375,5068478157.421549,569759916692163.8
38.89985342486308,11001063.312451504,16968380.158886664,9546617710.996738,1342051710236448.8
32.93072518362479,18526520.56706295,12739078.383738201,5402553876.001324,754699014121715.0
49.48745481034105,9998393.767934358,24879221.998156592,8163776561.576778,2888202040062975.5
43.69208411300066,11218074.440702928,12172062.97070833,7577847991.238745,690824189797904.5
25.455740343826633,6026806.924608006,12428242.335430253,5358279316.340541,714499211985646.5
24.821966369495534,7834870.2473458955,30489229.66252093,8646920371.927774,4297670961793713.0
16.919985447374582,10610760.75252304,10095381.253138565,8750716784.344383,455869636843754.06
13.052543983433338,13710556.411762372,10258103.311988443,8450971530.872513,456008640003840.06
13.308091418598988,12821761.43353636,11093711.119285174,8343576841.635882,533388836654401.9
28.591527902443495,8326276.0566262165,10576908.536333129,2199275366.918284,519176907605206.25
71.84768938329778,6566654.768169706,10179919.198602844,2399074467.770506,483163299214107.1
21.013640711671254,14966650.46563664,10099444.871274468,8108581465.478129,467530432605549.94
11.175194466897544,12838837.447188288,12233278.3097221,4417707066.219876,627598829792556.9
77.01383600211884,12765105.37395023,10507620.912954599,9171532221.623045,514718054023761.7
16.325482659825827,14950063.097586175,10268499.756969195,8394134793.951187,471535734603739.0
18.68086470599844,8121464.6123701865,13669727.051391715,4692606531.531784,847225469238969.5
16.4607758010549,11773400.220400974,13324236.885920808,5083434145.830633,794363561858151.5
33.076734534192575,10355368.671146195,10123444.316365764,8365633727.785084,476903483692525.75
15.70736884814988,11062700.075646592,10129377.105687633,9084400964.195421,455034979171272.25
26.35257779611627,11461995.92266476,10132311.98242475,6868696700.071481,475290661985352.5
10.21580316143919,12709440.70913626,11545684.990718078,9897996217.285763,506875174506503.8
33.23216108417137,11177006.630494941,10124970.95969586,8100850190.670525,477035442870629.3
